label,content,prov,level
formula,,"[{'page_no': 4, 'bbox': {'l': 62.806, 't': 541.891, 'r': 298.8, 'b': 503.142, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 77.0]}]",
text,"Now, for each task τ we automatically collect a dataset D τ of N successful solutions provided by LLMboot. While this would be extremely challenging with real demonstrations, in a simulated environment, we can easily randomize the initial state Σ E to obtain an arbitrary number of object configurations for each task in T , and automatically verify the correctness of proposed commands. We illustrate this process in Fig. 2. For any τ ∈ T ,","[{'page_no': 4, 'bbox': {'l': 54.0, 't': 500.057, 'r': 298.801, 'b': 407.501, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 441.0]}]",
formula,,"[{'page_no': 4, 'bbox': {'l': 107.461, 't': 400.795, 'r': 298.8, 'b': 372.92, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 89.0]}]",
text,"In Eq. (4), we call Σ i E a random state configuration sampled in the simulated environment. Note that it is impossible to only generate Σ i E such that C τ is successful; hence, part of the generated commands resulting in unacceptable C τ will be discarded by our simulator-in-the-loop verification strategy. Finally, we train LLMBLAZER using Supervised Finetuning (SFT) on a dataset D BLAZER resulting from the aggregation of all D τ :","[{'page_no': 4, 'bbox': {'l': 54.0, 't': 366.564, 'r': 298.805, 'b': 271.674, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 437.0]}]",
formula,,"[{'page_no': 4, 'bbox': {'l': 101.487, 't': 264.828, 'r': 298.8, 'b': 238.77600000000007, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 74.0]}]",
text,"Note that our training uses a generic target LLM, and hence we do not impose the finetuning of LLMboot as in self-refinement strategies [13]. This allows to benefit from larger LLMs for data generation, easing the generation of successful commands. Ultimately, our simulated training with verification allows filtering of any wrong solution, automatically curating a dataset for SFT with no human intervention .","[{'page_no': 4, 'bbox': {'l': 54.0, 't': 232.062, 'r': 298.801, 'b': 139.82400000000007, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 411.0]}]",
section_header,C. Vision pipeline,"[{'page_no': 4, 'bbox': {'l': 54.0, 't': 130.02700000000004, 'r': 128.431, 'b': 121.43899999999996, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 18.0]}]",1.0
text,"While in simulation we can extract the ground truth space Σ E , in a real-world deployment, we must instead estimate its approximation ˜ Σ E purely from visual data. Hence, to enable the deployment of LLMBLAZER outside the simulator, we introduce a vision pipeline, based on existing foundation models and no training . This allows us to mitigate the distribution shift that would occur if we trained perception components directly on a simulated environment [43].","[{'page_no': 4, 'bbox': {'l': 54.0, 't': 114.77999999999997, 'r': 298.802, 'b': 58.40700000000004, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 294.0]}, {'page_no': 4, 'bbox': {'l': 313.2, 't': 736.627, 'r': 558.001, 'b': 703.986, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [295.0, 464.0]}]",
text,"We assume a multi-view setup that can use any number of calibrated RGB-D cameras. As a preliminary step, we prompt GPT-4o for a list of elements present in the scene, conditioned on a given task τ . Then, in all views, we first prompt Molmo [17] to extract the 2D coordinates of the center of each object o i in a task τ . Employing Molmo for prompt interpretation enables contextual and spatial reasoning, going beyond simple semantics [17]. Next, we use the 2D center coordinates as a prompt for Segment Anything [44], obtaining a segmentation mask of the object in 2D for that view. By combining the segmentation mask with the RGB-D data, we derive a 3D bounding box for the object, which provides its estimated dimensions. Finally, we use M2T2 [18] to predict the object's 3D center position and grasping orientation. We aggregate the outputs from multiple views with a simple median filter to remove outliers, obtaining the final ( ˜ l, ˜ w, ˜ h ) from the bounding box and ˜ ξ i , ˜ ϕ i from M2T2. We then construct ˜ o = { ˜ ξ i , ˜ ϕ i , ˜ l, ˜ w, ˜ h } . Repeating this for each object in the space gives ˜ Σ E = { ˜ o i } K i =1 . We use ˜ Σ E as input to LLMBLAZER in real-world deployment.","[{'page_no': 4, 'bbox': {'l': 313.2, 't': 700.542, 'r': 558.004, 'b': 464.842, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1201.0]}]",
section_header,IV. EXPERIMENTS,"[{'page_no': 4, 'bbox': {'l': 395.984, 't': 454.371, 'r': 475.225, 'b': 445.819, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 15.0]}]",1.0
text,Our experiments are designed to assess the LLM agent trained using our BLAZER framework against existing vision and language foundation model-based baselines.,"[{'page_no': 4, 'bbox': {'l': 313.2, 't': 439.035, 'r': 558.001, 'b': 406.573, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 158.0]}]",
section_header,A. Experimental details,"[{'page_no': 4, 'bbox': {'l': 313.2, 't': 396.281, 'r': 410.495, 'b': 387.693, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 23.0]}]",1.0
text,"Tasks and environment. For comparison with baselines, we follow the MALMM setup and evaluate on nine simulated tasks from RLBench [45], illustrated in Fig. 3: Basketball in Hoop (BH), Close Jar (CJ), Empty Container (EC), Insert in Peg (IP), Meat off the Grill (MG), Open Bottle (OB), Put Block (PB), Rubbish in Bin (RB), and Stack Blocks (SB). Detailed task descriptions and success conditions are provided in Appendix-B. We train BLAZER by setting these tasks as T . During testing, we randomize each test episode configuration, preventing overlaps with those used in training. We use CoppeliaSim and interface it with PyRep. In the real-world setup, we test generalization on 12 tasks on a tabletop using a 7-DOF Franka Emika Panda Research 3 robot equipped with a parallel jaw gripper. We use three Intel RealSense D435i RGB-D cameras to capture the frontal, right, and left views and the panda-py [46] library to control the robot arm.","[{'page_no': 4, 'bbox': {'l': 313.2, 't': 381.255, 'r': 558.001, 'b': 181.03200000000004, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 940.0]}]",
text,"Implementation Details. For our experiments, we choose LLaMA-3.1-8B (LLaMA-8B) as LLMBLAZER, and LLaMA3.3-70B (LLaMA-70B) as LLMboot. The prompt for data bootstrapping is adopted from Single Agent (SA) setup of MALMM [16], and is included in Appendix-A. Both the LLMs, LLMBLAZER and LLMboot generate 3D waypoints for the gripper, while trajectories are computed and executed using a motion planner, which is a common approach in RLBench [45]. During SFT, the models are trained with a prompt completion loss, using N = 2000 examples per task.","[{'page_no': 4, 'bbox': {'l': 313.2, 't': 174.94299999999998, 'r': 558.004, 'b': 58.40700000000004, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 542.0]}]",
text,Basketball,"[{'page_no': 5, 'bbox': {'l': 75.566, 't': 740.157, 'r': 109.136, 'b': 733.287, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 10.0]}]",
text,in Hoop,"[{'page_no': 5, 'bbox': {'l': 79.005, 't': 731.82, 'r': 105.705, 'b': 724.95, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,Close,"[{'page_no': 5, 'bbox': {'l': 138.059, 't': 740.184, 'r': 156.215, 'b': 733.314, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,Jar,"[{'page_no': 5, 'bbox': {'l': 141.872, 't': 731.82, 'r': 152.217, 'b': 724.95, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,Empty,"[{'page_no': 5, 'bbox': {'l': 191.737, 't': 741.794, 'r': 212.101, 'b': 734.924, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,Container,"[{'page_no': 5, 'bbox': {'l': 185.663, 't': 731.82, 'r': 217.99, 'b': 724.95, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,Insert,"[{'page_no': 5, 'bbox': {'l': 247.331, 't': 740.157, 'r': 265.925, 'b': 733.287, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,in Peg,"[{'page_no': 5, 'bbox': {'l': 246.486, 't': 731.82, 'r': 266.913, 'b': 724.95, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,Meat,"[{'page_no': 5, 'bbox': {'l': 303.221, 't': 740.332, 'r': 319.6, 'b': 733.462, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,off Grill,"[{'page_no': 5, 'bbox': {'l': 298.196, 't': 731.82, 'r': 324.76, 'b': 724.95, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,Open,"[{'page_no': 5, 'bbox': {'l': 357.632, 't': 741.91, 'r': 374.895, 'b': 735.04, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,Bottle,"[{'page_no': 5, 'bbox': {'l': 356.744, 't': 731.82, 'r': 375.785, 'b': 724.95, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,Put,"[{'page_no': 5, 'bbox': {'l': 415.439, 't': 740.332, 'r': 426.509, 'b': 733.462, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,Block,"[{'page_no': 5, 'bbox': {'l': 411.984, 't': 731.82, 'r': 429.973, 'b': 724.95, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,Rubbish,"[{'page_no': 5, 'bbox': {'l': 462.764, 't': 740.157, 'r': 488.89, 'b': 733.287, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,in Bin,"[{'page_no': 5, 'bbox': {'l': 465.797, 't': 731.82, 'r': 485.858, 'b': 724.95, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,Stack,"[{'page_no': 5, 'bbox': {'l': 521.99, 't': 740.408, 'r': 539.094, 'b': 733.538, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,Blocks,"[{'page_no': 5, 'bbox': {'l': 520.065, 't': 731.82, 'r': 541.154, 'b': 724.95, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,Start,"[{'page_no': 5, 'bbox': {'l': 55.061, 't': 708.191, 'r': 63.649, 'b': 688.814, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,End,"[{'page_no': 5, 'bbox': {'l': 55.151, 't': 651.726, 'r': 63.739, 'b': 635.676, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,"We train for 5 epochs with an effective batch size of 24. We adopted parameter-efficient finetuning via LoRA with a rank of 64 and a scaling factor ( α ) of 16. The learning rate is 2e-5, with a cosine learning rate scheduler applied during training.","[{'page_no': 5, 'bbox': {'l': 54.0, 't': 375.927, 'r': 298.801, 'b': 319.555, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 250.0]}]",
text,"Baselines. We compare BLAZER to other methods using no manual supervision: CAP [11], VoxPoser [24] and MALMM [16]. All baseline results are reported following MALMM [16] and use GPT-4 Turbo [42] as the underlying LLM model. Furthermore, we also test two zero-shot LLM baselines, which include LLaMA-70B and LLaMA-8B. To do so, we query each LLM with the prompt used for D BLAZER generation, and directly apply the obtained C τ as policy. Note that in BLAZER we use LLaMA-70B as LLMboot and LLaMA-8B as LLMBLAZER, so those baselines serve as comparison with respect to the base version of the LLMs used in our framework.","[{'page_no': 5, 'bbox': {'l': 54.0, 't': 314.344, 'r': 298.801, 'b': 173.89699999999993, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 619.0]}]",
section_header,B. Performance analysis,"[{'page_no': 5, 'bbox': {'l': 54.0, 't': 165.42499999999995, 'r': 154.921, 'b': 156.837, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 23.0]}]",1.0
text,"Comparison to baselines In Table I, we present the performance of our LLMBLAZER model on 100 episodes for each task in T , along with results of baselines introduced in Sec. IV-A. Here we test all models assuming the knowledge of ground truth states Σ E provided by the simulator.","[{'page_no': 5, 'bbox': {'l': 54.0, 't': 150.78700000000003, 'r': 298.801, 'b': 93.36599999999999, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 280.0]}]",
text,Our LLaMA-8B model trained with BLAZER outperforms all baselines on average ( 83.2% success). This shows that the bootstrapping of reasoning data for manipulation tasks,"[{'page_no': 5, 'bbox': {'l': 54.0, 't': 91.048, 'r': 298.801, 'b': 58.40700000000004, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 168.0]}]",
text,BH,"[{'page_no': 5, 'bbox': {'l': 350.919, 't': 248.19000000000005, 'r': 357.783, 'b': 241.548, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,CJ,"[{'page_no': 5, 'bbox': {'l': 371.17, 't': 248.19000000000005, 'r': 378.034, 'b': 241.548, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,EC,"[{'page_no': 5, 'bbox': {'l': 391.421, 't': 248.19000000000005, 'r': 398.284, 'b': 241.548, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,IP,"[{'page_no': 5, 'bbox': {'l': 411.671, 't': 248.19000000000005, 'r': 418.535, 'b': 241.548, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,MG,"[{'page_no': 5, 'bbox': {'l': 431.922, 't': 248.19000000000005, 'r': 438.786, 'b': 241.548, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,OB,"[{'page_no': 5, 'bbox': {'l': 452.173, 't': 248.19000000000005, 'r': 459.037, 'b': 241.548, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,PB,"[{'page_no': 5, 'bbox': {'l': 472.423, 't': 248.19000000000005, 'r': 479.287, 'b': 241.548, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,RB,"[{'page_no': 5, 'bbox': {'l': 492.674, 't': 248.19000000000005, 'r': 499.538, 'b': 241.548, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,SB,"[{'page_no': 5, 'bbox': {'l': 512.925, 't': 248.19000000000005, 'r': 519.789, 'b': 241.548, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,AVG,"[{'page_no': 5, 'bbox': {'l': 531.458, 't': 248.19000000000005, 'r': 541.754, 'b': 241.548, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,Tasks,"[{'page_no': 5, 'bbox': {'l': 434.751, 't': 241.486, 'r': 456.201, 'b': 233.18399999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,0,"[{'page_no': 5, 'bbox': {'l': 330.959, 't': 252.86599999999999, 'r': 334.391, 'b': 246.22500000000002, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
text,20,"[{'page_no': 5, 'bbox': {'l': 327.524, 't': 274.06999999999994, 'r': 334.388, 'b': 267.429, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,40,"[{'page_no': 5, 'bbox': {'l': 327.524, 't': 295.274, 'r': 334.388, 'b': 288.632, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,60,"[{'page_no': 5, 'bbox': {'l': 327.524, 't': 316.478, 'r': 334.388, 'b': 309.836, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,80,"[{'page_no': 5, 'bbox': {'l': 327.524, 't': 337.682, 'r': 334.388, 'b': 331.04, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,100,"[{'page_no': 5, 'bbox': {'l': 324.089, 't': 358.886, 'r': 334.385, 'b': 352.244, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,Success Rate (%),"[{'page_no': 5, 'bbox': {'l': 314.562, 't': 337.062, 'r': 322.864, 'b': 268.423, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",
text,32,"[{'page_no': 5, 'bbox': {'l': 345.585, 't': 291.612, 'r': 352.226, 'b': 284.748, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,0,"[{'page_no': 5, 'bbox': {'l': 365.835, 't': 254.25299999999993, 'r': 372.477, 'b': 250.82100000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
text,0,"[{'page_no': 5, 'bbox': {'l': 386.086, 't': 254.25299999999993, 'r': 392.728, 'b': 250.82100000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
text,4,"[{'page_no': 5, 'bbox': {'l': 406.337, 't': 258.494, 'r': 412.978, 'b': 255.062, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
text,16,"[{'page_no': 5, 'bbox': {'l': 426.588, 't': 274.648, 'r': 433.229, 'b': 267.784, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,32,"[{'page_no': 5, 'bbox': {'l': 446.838, 't': 291.612, 'r': 453.48, 'b': 284.748, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,72,"[{'page_no': 5, 'bbox': {'l': 467.089, 't': 334.019, 'r': 473.731, 'b': 327.155, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,16,"[{'page_no': 5, 'bbox': {'l': 487.34, 't': 274.648, 'r': 493.981, 'b': 267.784, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,0,"[{'page_no': 5, 'bbox': {'l': 507.59, 't': 254.25299999999993, 'r': 514.232, 'b': 250.82100000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
text,76,"[{'page_no': 5, 'bbox': {'l': 350.647, 't': 338.26, 'r': 357.289, 'b': 331.396, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,76,"[{'page_no': 5, 'bbox': {'l': 370.898, 't': 338.26, 'r': 377.54, 'b': 331.396, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,8,"[{'page_no': 5, 'bbox': {'l': 391.149, 't': 262.735, 'r': 397.79, 'b': 259.303, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
text,12,"[{'page_no': 5, 'bbox': {'l': 411.4, 't': 270.408, 'r': 418.041, 'b': 263.544, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,40,"[{'page_no': 5, 'bbox': {'l': 431.65, 't': 300.093, 'r': 438.292, 'b': 293.229, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,40,"[{'page_no': 5, 'bbox': {'l': 451.901, 't': 300.093, 'r': 458.543, 'b': 293.229, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,76,"[{'page_no': 5, 'bbox': {'l': 472.152, 't': 338.26, 'r': 478.793, 'b': 331.396, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,56,"[{'page_no': 5, 'bbox': {'l': 492.402, 't': 317.056, 'r': 499.044, 'b': 310.192, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,16,"[{'page_no': 5, 'bbox': {'l': 512.653, 't': 274.648, 'r': 519.295, 'b': 267.784, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,88,"[{'page_no': 5, 'bbox': {'l': 355.71, 't': 350.983, 'r': 362.352, 'b': 344.119, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,92,"[{'page_no': 5, 'bbox': {'l': 375.961, 't': 355.223, 'r': 382.602, 'b': 348.359, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,12,"[{'page_no': 5, 'bbox': {'l': 396.212, 't': 270.408, 'r': 402.853, 'b': 263.544, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,16,"[{'page_no': 5, 'bbox': {'l': 416.462, 't': 274.648, 'r': 423.104, 'b': 267.784, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,52,"[{'page_no': 5, 'bbox': {'l': 436.713, 't': 312.816, 'r': 443.355, 'b': 305.952, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,60,"[{'page_no': 5, 'bbox': {'l': 456.964, 't': 321.297, 'r': 463.605, 'b': 314.433, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,100,"[{'page_no': 5, 'bbox': {'l': 477.214, 't': 367.137, 'r': 483.856, 'b': 356.841, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,84,"[{'page_no': 5, 'bbox': {'l': 497.465, 't': 346.742, 'r': 504.107, 'b': 339.878, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,24,"[{'page_no': 5, 'bbox': {'l': 517.716, 't': 283.13, 'r': 524.357, 'b': 276.2660000000001, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,19,"[{'page_no': 5, 'bbox': {'l': 527.841, 't': 277.82899999999995, 'r': 534.483, 'b': 270.9649999999999, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,44,"[{'page_no': 5, 'bbox': {'l': 532.904, 't': 304.334, 'r': 539.545, 'b': 297.47, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,59,"[{'page_no': 5, 'bbox': {'l': 537.966, 't': 320.237, 'r': 544.608, 'b': 313.373, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,LLaMA 8B,"[{'page_no': 5, 'bbox': {'l': 356.061, 't': 377.32, 'r': 386.949, 'b': 369.848, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",
text,LLaMA 70B,"[{'page_no': 5, 'bbox': {'l': 417.756, 't': 377.32, 'r': 452.505, 'b': 369.848, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,LLaMA 8B w/ BLAZER,"[{'page_no': 5, 'bbox': {'l': 483.315, 't': 377.32, 'r': 552.812, 'b': 369.848, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 18.0]}]",
text,"and the training of LLMs leads to stronger agents for robotic manipulation, proving the effectiveness of BLAZER. Importantly, our LLaMA-8B model with BLAZER surpasses considerably ( +6.2% on average) LLaMA-70B, which we used as LLMboot, using only a fraction of the parameters. Moreover, it substantially increases the capabilities of the","[{'page_no': 5, 'bbox': {'l': 313.2, 't': 126.73500000000001, 'r': 558.001, 'b': 58.40700000000004, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 338.0]}]",
text,In-distribution tasks,"[{'page_no': 6, 'bbox': {'l': 110.529, 't': 739.548, 'r': 183.731, 'b': 731.818, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 21.0]}]",
text,Out-of-distribution tasks,"[{'page_no': 6, 'bbox': {'l': 350.084, 't': 739.548, 'r': 439.219, 'b': 731.818, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 25.0]}]",
text,Stack,"[{'page_no': 6, 'bbox': {'l': 81.058, 't': 723.446, 'r': 98.162, 'b': 716.576, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,Blocks,"[{'page_no': 6, 'bbox': {'l': 79.133, 't': 714.859, 'r': 100.222, 'b': 707.989, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,Put,"[{'page_no': 6, 'bbox': {'l': 138.52, 't': 723.371, 'r': 149.59, 'b': 716.501, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,Block,"[{'page_no': 6, 'bbox': {'l': 135.065, 't': 714.859, 'r': 153.054, 'b': 707.989, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,Rubbish,"[{'page_no': 6, 'bbox': {'l': 185.514, 't': 723.195, 'r': 211.64, 'b': 716.325, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,in Bin,"[{'page_no': 6, 'bbox': {'l': 188.546, 't': 714.859, 'r': 208.607, 'b': 707.989, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,Block in,"[{'page_no': 6, 'bbox': {'l': 243.537, 't': 723.371, 'r': 270.516, 'b': 716.501, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",
text,R/L Basket,"[{'page_no': 6, 'bbox': {'l': 239.218, 't': 714.859, 'r': 274.693, 'b': 707.989, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 10.0]}]",
text,SW/SO Fruit,"[{'page_no': 6, 'bbox': {'l': 290.746, 't': 723.446, 'r': 332.063, 'b': 716.576, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 11.0]}]",
text,in Bowl,"[{'page_no': 6, 'bbox': {'l': 298.784, 't': 714.859, 'r': 324.161, 'b': 707.989, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,Fruit in,"[{'page_no': 6, 'bbox': {'l': 353.457, 't': 723.371, 'r': 378.395, 'b': 716.501, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",
text,Cl. Basket,"[{'page_no': 6, 'bbox': {'l': 349.113, 't': 714.859, 'r': 382.595, 'b': 707.989, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 10.0]}]",
text,Cup on,"[{'page_no': 6, 'bbox': {'l': 408.353, 't': 724.949, 'r': 432.399, 'b': 718.079, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,C. Object,"[{'page_no': 6, 'bbox': {'l': 404.631, 't': 714.859, 'r': 435.977, 'b': 707.989, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,Jar,"[{'page_no': 6, 'bbox': {'l': 469.561, 't': 723.223, 'r': 479.906, 'b': 716.353, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,in Bin,"[{'page_no': 6, 'bbox': {'l': 464.795, 't': 714.859, 'r': 484.856, 'b': 707.989, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,Case on,"[{'page_no': 6, 'bbox': {'l': 515.925, 't': 723.223, 'r': 542.625, 'b': 716.353, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,Target,"[{'page_no': 6, 'bbox': {'l': 519.129, 't': 714.859, 'r': 539.277, 'b': 707.989, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,Start,"[{'page_no': 6, 'bbox': {'l': 55.061, 't': 692.575, 'r': 63.649, 'b': 673.198, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,End,"[{'page_no': 6, 'bbox': {'l': 55.151, 't': 635.463, 'r': 63.739, 'b': 619.413, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
