label,content,prov,level
text,Width Dimension,"[{'page_no': 3, 'bbox': {'l': 468.722, 't': 634.539, 'r': 514.836, 'b': 629.461, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 15.0]}]",
text,"(21, 25)","[{'page_no': 3, 'bbox': {'l': 448.137, 't': 620.78, 'r': 471.363, 'b': 615.945, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",
text,H W H,"[{'page_no': 3, 'bbox': {'l': 396.767, 't': 656.597, 'r': 419.504, 'b': 651.518, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,W H,"[{'page_no': 3, 'bbox': {'l': 424.389, 't': 656.597, 'r': 438.548, 'b': 651.518, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,W H,"[{'page_no': 3, 'bbox': {'l': 443.707, 't': 656.597, 'r': 457.732, 'b': 651.518, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,W H,"[{'page_no': 3, 'bbox': {'l': 462.49, 't': 656.597, 'r': 476.649, 'b': 651.518, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,W H,"[{'page_no': 3, 'bbox': {'l': 481.674, 't': 656.597, 'r': 495.566, 'b': 651.518, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,W H W,"[{'page_no': 3, 'bbox': {'l': 500.717, 't': 656.597, 'r': 524.592, 'b': 651.518, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,'How do I switch to French?',"[{'page_no': 3, 'bbox': {'l': 192.98, 't': 664.308, 'r': 273.699, 'b': 658.623, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 28.0]}]",
text,"(21, 25)","[{'page_no': 3, 'bbox': {'l': 219.157, 't': 623.946, 'r': 247.994, 'b': 617.956, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",
text,0,"[{'page_no': 3, 'bbox': {'l': 294.88, 't': 650.424, 'r': 299.015, 'b': 643.753, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
text,Height,"[{'page_no': 3, 'bbox': {'l': 286.767, 't': 669.752, 'r': 306.53, 'b': 664.067, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,Reference,"[{'page_no': 3, 'bbox': {'l': 281.274, 't': 662.146, 'r': 311.99, 'b': 656.461, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,"(21, 21)","[{'page_no': 3, 'bbox': {'l': 286.957, 't': 638.511, 'r': 307.255, 'b': 634.326, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",
text,Width,"[{'page_no': 3, 'bbox': {'l': 327.354, 't': 669.872, 'r': 344.981, 'b': 664.187, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,Reference,"[{'page_no': 3, 'bbox': {'l': 320.762, 't': 662.266, 'r': 351.478, 'b': 656.58, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,"(23, 23)","[{'page_no': 3, 'bbox': {'l': 325.136, 't': 638.828, 'r': 345.434, 'b': 634.643, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",
text,28,"[{'page_no': 3, 'bbox': {'l': 331.122, 't': 650.45, 'r': 339.408, 'b': 643.764, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,"(10,42)","[{'page_no': 3, 'bbox': {'l': 297.197, 't': 624.422, 'r': 338.625, 'b': 616.592, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,"tokens into circular space orthogonal to text, ensuring equal cross-modal distances. For video, M-RoPE (Wang et al., 2024b) separately encodes spatial-temporal dimensions but disrupts cross-modal alignment by offsetting text tokens. Video RoPE (Liu et al., 2025) addresses this by rotating spatial positions while preserving text-video continuity and relative spatial information. Currently, Qwen2-VL and Qwen2.5-VL's MRoPE (Wang et al., 2024b; Bai et al., 2025) is one of the most prevailing multidimensional positional embedding due to the popularity of these models. However, the implementation of MRoPE results in a biased partition of RoPE features for each spatial-temporal dimensions. Our I-MROPE provides an elegant improvement to MRoPE that provides a full frequency spectrum of RoPE features for each spatial-temporal dimension, which allows the model to perform better position perception.","[{'page_no': 3, 'bbox': {'l': 72.0, 't': 436.459, 'r': 540.005, 'b': 351.544, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 900.0]}]",
text,"Concurrent to our work, Qwen3-VL (Qwen, 2025) independently developed Interleaved-MRoPE. We note that both approaches arrived at nearly identical designs through independent research paths, as confirmed through correspondence with the team members of Qwen3-VL.","[{'page_no': 3, 'bbox': {'l': 72.0, 't': 343.707, 'r': 540.003, 'b': 313.337, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 260.0]}]",
text,"GUI Grounding Models. Given the limitations of general-purpose models on UI grounding tasks (Li et al., 2025b; Nayak et al., 2025), recent work has focused on developing task-specific models. Early approaches formulated coordinate prediction (UI grounding) as a text generation problem. For example, JEDI (Xie et al., 2025) and UI-TARS (Qin et al., 2025) finetune open-source VLMs on synthetically generated data to enhance grounding capabilities. Building on this, GTA1 (Yang et al., 2025) and SE-GUI (Yuan et al., 2025) leverage reinforcement learning, specifically GRPO (Shao et al., 2024), with rule-based rewards to self-improve grounding performance. PHI-GROUND (Zhang et al., 2025b) introduces a label smoothing strategy that weights coordinate token predictions by their numerical distance from the ground truth, while emphasizing digit positions (e.g., tens, hundreds). In contrast, some recent approaches have moved away from text-based coordinate generation. For example, GUI-ACTOR (Wu et al., 2025a) proposes coordinate-free grounding, where the model directly predicts the visual patches corresponding to the target locations. However, current methods either generate coordinates as natural language response, which requires mapping positional embeddings to number tokens, or requires large changes to the model architecture, which is not directly compatible with general tasks. Our introduced RULER provides both explicit guidance for mapping position information to tokens, while keeping the model's original autoregressive generation design to maximize compatibility with other model usage scenarios.","[{'page_no': 3, 'bbox': {'l': 72.0, 't': 297.184, 'r': 540.003, 'b': 135.51700000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1616.0]}]",
section_header,3 Method,"[{'page_no': 3, 'bbox': {'l': 72.0, 't': 115.45900000000006, 'r': 129.779, 'b': 104.71100000000001, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",1.0
text,We present a framework for UI grounding that addresses fundamental limitations in how current VLMs handle spatial perception. Our approach introduces two complementary innovations: (i) Interleaved Multidimensional Rotary Po-,"[{'page_no': 3, 'bbox': {'l': 72.0, 't': 89.39499999999998, 'r': 540.003, 'b': 69.918, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 224.0]}]",
page_footer,3,"[{'page_no': 3, 'bbox': {'l': 303.509, 't': 48.597999999999956, 'r': 308.49, 'b': 40.04600000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
page_header,Improving GUI Grounding with Explicit Position-to-Coordinate Mapping,"[{'page_no': 4, 'bbox': {'l': 158.853, 't': 754.979, 'r': 453.148, 'b': 746.427, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 68.0]}]",
text,"sitional Embedding (I-MROPE) that provides balanced spatial representations, and (ii) RULER tokens that establish explicit position-to-pixel coordinate mappings. We provide an overview of our proposed method in Figure 2.","[{'page_no': 4, 'bbox': {'l': 72.0, 't': 716.911, 'r': 539.995, 'b': 697.062, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 220.0]}]",
section_header,3.1 RULER: Explicit Position-to-Pixel Coordinate Mapping,"[{'page_no': 4, 'bbox': {'l': 72.0, 't': 682.299, 'r': 330.027, 'b': 673.343, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 56.0]}]",1.0
text,"Current VLMs predict pixel coordinates for GUI grounding by generating coordinates as text tokens (e.g., ' x=523, y=217 '). Since the source of such coordinate-related information is only recorded by image tokens' positional embeddings, generating coordinate tokens requires implicit and direct mapping from high-dimensional visual features' positional embeddings to natural language number tokens. This approach suffers from unstable learning dynamics and poor generalization to unseen resolutions, as the learned regression functions are inherently resolution-specific (Gou et al., 2025; Wu et al., 2025a).","[{'page_no': 4, 'bbox': {'l': 72.0, 't': 661.936, 'r': 540.003, 'b': 598.839, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 608.0]}]",
text,"To provide a more explicit guidance for the model in generating pixel coordinates, we propose RULER, which introduces auxiliary tokens that explicitly encode pixel coordinates and share positional embeddings with corresponding image patches. Inspired by the induction head mechanism in pretrained Transformers (Olsson et al., 2022), we take advantage of the model's learned capability to compare position IDs and to copy tokens according to their positions, and use a series of tokens with carefully designed position IDs and token values as a ruler for the image. With the help of these tokens, instead of regressing pixel values from positional embeddings, the model finds a RULER token whose positional encoding best aligns with an image patch, and copy its value as a reference coordinate value. Based on the retrieved coordinate value, the model only needs to add a number bounded by a constant b internally to get the final output number, where b is irrelevant of the image resolution, reducing the generalization gap on images with higher resolutions than the trained ones. An illustrated comparison between RULER and traditional grounding methods is shown in Figure 1.","[{'page_no': 4, 'bbox': {'l': 72.0, 't': 591.002, 'r': 540.005, 'b': 473.359, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1176.0]}]",
text,"Specifically, consider an image partitioned (tokenized) into H × W patches each covering p × p pixels, and let x sys denote system tokens, x vision the visual patch embeddings, and x prompt the text prompt embeddings. We augment the input sequence with a set of auxiliary coordinate tokens x RULER as follows:","[{'page_no': 4, 'bbox': {'l': 72.0, 't': 465.871, 'r': 539.996, 'b': 434.278, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 309.0]}]",
formula,,"[{'page_no': 4, 'bbox': {'l': 230.25, 't': 431.999, 'r': 539.997, 'b': 420.59, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 57.0]}]",
text,"We construct each RULER token r i ∈ x RULER so that it shares the same spatial position ID as a visual patch and has the face token value of the initial pixel coordinate of the corresponding visual patch. This construction both aligns RULER's position with input visual patches and aligns its value with output coordinate tokens; thus, bridges the position-to-coordinate mapping:","[{'page_no': 4, 'bbox': {'l': 72.0, 't': 416.676, 'r': 540.003, 'b': 375.049, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 379.0]}]",
formula,,"[{'page_no': 4, 'bbox': {'l': 258.468, 't': 373.843, 'r': 540.0, 'b': 360.784, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 40.0]}]",
text,"where R MRoPE is a multidimensional RoPE operator, and t 0 is a fixed temporal index ensuring that the height and width components match those of the vision token at spatial position i . In practice, t 0 is the initial spatial position ID of the image patches. Note that RULER only models one of the multiple dimensions of spatial position IDs, since t 0 is the same for both height and width dimensions, and each image patch covers a square part of image. Thus, the mapping between height or width to the pixel coordinate values is identical. This sharing of RULER mapping on multiple spatial dimensions helps reduce the number of RULER tokens and improve efficiency.","[{'page_no': 4, 'bbox': {'l': 72.0, 't': 358.788, 'r': 540.005, 'b': 294.021, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 668.0]}]",
text,"To further manage computational cost, we introduce RULER tokens at regular intervals s instead of having them for each position:","[{'page_no': 4, 'bbox': {'l': 72.0, 't': 286.503, 'r': 539.995, 'b': 266.72399999999993, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 128.0]}]",
formula,,"[{'page_no': 4, 'bbox': {'l': 206.444, 't': 264.68499999999995, 'r': 539.997, 'b': 255.05500000000006, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 63.0]}]",
text,"In this case, the arithmetic bound is b = s × p . The RULER tokens are generated during the preparation of multimodal inputs. When the input sequence has multiple images, we generate a RULER token sequence before each image with position ID corresponding to each image.","[{'page_no': 4, 'bbox': {'l': 72.0, 't': 252.30700000000002, 'r': 540.005, 'b': 221.61900000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 269.0]}]",
section_header,3.2 I-MROPE: Interleaved Multidimensional Rotary Positional Embedding,"[{'page_no': 4, 'bbox': {'l': 72.0, 't': 206.856, 'r': 400.782, 'b': 197.89999999999998, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 69.0]}]",1.0
text,"Positional embeddings encode spatial information in vision transformers. Multidimensional RoPE (MRoPE) (Wang et al., 2024b; Bai et al., 2025) extends standard RoPE to VLMs by decomposing positions into multiple spatialtemporal dimensions. However, a critical limitation of MRoPE is that it creates a frequency imbalance between spatial dimensions.","[{'page_no': 4, 'bbox': {'l': 72.0, 't': 186.49299999999994, 'r': 540.003, 'b': 145.21399999999994, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 347.0]}]",
text,"Rotary positional embeddings (RoPE) encode relative positions by applying rotation matrices directly to the query and key vectors in each attention head. Let m ∈ N denote the position index of a token and d the dimension of the attention head. For each 2 × 2 block, RoPE rotates a pair of dimensions by a position-dependent angle mθ j . The rotation matrix R θ j ,m applied to the query and key vectors is thus expressed as:","[{'page_no': 4, 'bbox': {'l': 72.0, 't': 137.37699999999995, 'r': 540.005, 'b': 94.72199999999998, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 424.0]}]",
formula,,"[{'page_no': 4, 'bbox': {'l': 197.222, 't': 90.93000000000006, 'r': 539.998, 'b': 68.51300000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 86.0]}]",
page_footer,4,"[{'page_no': 4, 'bbox': {'l': 303.509, 't': 48.597999999999956, 'r': 308.49, 'b': 40.04600000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
page_header,Improving GUI Grounding with Explicit Position-to-Coordinate Mapping,"[{'page_no': 5, 'bbox': {'l': 158.853, 't': 754.979, 'r': 453.148, 'b': 746.427, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 68.0]}]",
text,"where b is a hyperparameter called RoPE base. The frequency θ j decreases exponentially with the dimension index j , producing a spectrum that ranges from high-frequency to low-frequency components as j progresses from 0 to d , which is illustrated in the right part of Figure 2. In standard MRoPE, these frequencies are partitioned and assigned consecutively to different spatial-temporal dimensions:","[{'page_no': 5, 'bbox': {'l': 72.0, 't': 716.841, 'r': 540.004, 'b': 675.244, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 401.0]}]",
formula,,"[{'page_no': 5, 'bbox': {'l': 224.549, 't': 668.089, 'r': 539.999, 'b': 655.641, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 62.0]}]",
text,"where Θ t , Θ h , and Θ w denote disjoint yet consecutive subsets of the frequency spectrum θ j . This sequential allocation leads to an imbalance: the high-, mid-, and low-frequency parts of the RoPE vector are fully and only occupied by the temporal, height, and width dimensions, respectively. As a result, each dimension is biased towards a limited and different frequency band, constraining the representational capacity and degrading grounding performance across axes (Liu et al., 2024c; Wang et al., 2024c). This imbalance also potentially results in different inner processing mechanisms of each spatial-temporal dimension due to the different modeling behaviors of their corresponding positional embedding.","[{'page_no': 5, 'bbox': {'l': 72.0, 't': 649.38, 'r': 540.003, 'b': 575.056, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 715.0]}]",
text,"I-MROPE addresses this imbalance by distributing the frequency spectrum uniformly across spatial dimensions through frequency interleaving. Specifically, instead of assigning consecutive frequency bands to a single axis, each frequency index j is cyclically mapped.","[{'page_no': 5, 'bbox': {'l': 72.0, 't': 567.219, 'r': 540.005, 'b': 536.849, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 265.0]}]",
formula,,"[{'page_no': 5, 'bbox': {'l': 164.106, 't': 528.508, 'r': 540.0, 'b': 492.401, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 105.0]}]",
text,"where p j denotes the spatial dimension (width, height, or temporal) assigned to frequency θ j .","[{'page_no': 5, 'bbox': {'l': 72.0, 't': 483.479, 'r': 444.104, 'b': 473.849, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 96.0]}]",
text,"This interleaving ensures that every dimension receives a full range of frequencies, combining high-frequency components for fine-grained localization with low-frequency components for long-range dependencies. Like vanilla MRoPE, text tokens in the sequence have identical temporal, height, and width indices ( t = h = w = m ), and the formulation reduces exactly to standard RoPE:","[{'page_no': 5, 'bbox': {'l': 72.0, 't': 466.772, 'r': 540.003, 'b': 425.493, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 381.0]}]",
formula,,"[{'page_no': 5, 'bbox': {'l': 264.917, 't': 424.287, 'r': 540.0, 'b': 411.84, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 36.0]}]",
text,This preserves backward compatibility with pre-trained language models while providing more balanced spatial representations for vision tasks.,"[{'page_no': 5, 'bbox': {'l': 72.0, 't': 402.361, 'r': 540.003, 'b': 382.899, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 142.0]}]",
section_header,4 Experimental Setup,"[{'page_no': 5, 'bbox': {'l': 72.0, 't': 365.005, 'r': 191.887, 'b': 354.257, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 20.0]}]",1.0
text,"Training Setup. We conduct two sets of experiments to validate our approach: training from scratch and finetuning existing VLMs. For the from-scratch experiments, we build on the LLaVA-NeXT framework (Liu et al., 2024b) using SigLIP-SO400M-14@384 (Zhai et al., 2023) as vision encoder and Qwen2.5 7B Instruct (Qwen et al., 2024) as language decoder. We replace the standard 1D positional embeddings in the language decoder in LLaVA-NeXT with MRoPE or I-MROPE, and integrate RULER tokens into the input sequence during both training and inference.","[{'page_no': 5, 'bbox': {'l': 72.0, 't': 340.701, 'r': 540.003, 'b': 288.125, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 546.0]}]",
text,"Following the LLaVA-NeXT training paradigm, we employ a two-stage training process. First, we perform visionlanguage alignment pretraining on the LLaVA-558K dataset (Liu et al., 2024a), training only the MLP projection layer. Second, we conduct domain-specific supervised finetuning on UI grounding tasks, training both the projection layer through full finetuning and the language model through LoRA (Hu et al., 2022) for parameter efficiency.","[{'page_no': 5, 'bbox': {'l': 72.0, 't': 280.288, 'r': 540.003, 'b': 239.00900000000001, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 444.0]}]",
text,"For finetuning experiments, we adapt Qwen2.5-VL 7B Instruct (Bai et al., 2025) by introducing RULER tokens and focus on verifying the significance of RULER alone on grounding performance. We do not change the original model's MRoPE to avoid dramatic changes to the learned model behaviors regarding positional embedding. We use Qwen2.5VL's default system prompt and chat template for all the finetuning experiments.","[{'page_no': 5, 'bbox': {'l': 72.0, 't': 231.173, 'r': 540.005, 'b': 189.89300000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 415.0]}]",
text,"In all experiments, we set the RULER token's default interval as s = 8 in the main experiments. For I-MROPE, since GUI grounding does not require a temporal dimension, we use 2D MRoPE and I-MROPE in the from-scratch training experiments. Specifically, the dimension assignment for frequency j is:","[{'page_no': 5, 'bbox': {'l': 72.0, 't': 182.375, 'r': 540.003, 'b': 151.687, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 296.0]}]",
formula,,"[{'page_no': 5, 'bbox': {'l': 165.628, 't': 143.515, 'r': 540.0, 'b': 120.32899999999995, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 84.0]}]",
text,The training process follows standard VLM objectives with UI grounding tasks. The model learns to leverage RULER tokens for coordinate prediction while I-MROPE provides balanced spatial representations throughout the transformer layers. This combination enables precise pixel-level grounding without compromising general vision-language capabilities. More hyperparameter settings can be found in Appendix A.,"[{'page_no': 5, 'bbox': {'l': 72.0, 't': 111.21299999999997, 'r': 540.005, 'b': 69.93399999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 407.0]}]",
page_footer,5,"[{'page_no': 5, 'bbox': {'l': 303.509, 't': 48.597999999999956, 'r': 308.49, 'b': 40.04600000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
page_header,Improving GUI Grounding with Explicit Position-to-Coordinate Mapping,"[{'page_no': 6, 'bbox': {'l': 158.853, 't': 754.979, 'r': 453.148, 'b': 746.427, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 68.0]}]",
text,"Training Data. Both experimental settings are trained on the UGround dataset (Gou et al., 2025), which provides comprehensive UI grounding annotations on websites. It contains approximately 8M element annotations across 775K screenshots, providing diverse training signals for robust grounding capabilities.","[{'page_no': 6, 'bbox': {'l': 72.0, 't': 716.911, 'r': 540.003, 'b': 686.153, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 307.0]}]",
text,"To comply with Qwen2.5-VL's post-training settings regarding coordinates (Bai et al., 2025), we pre-process all coordinates in UGround to use raw pixel values rather than normalized ones. This choice ensures consistency with our RULER token design, which requires each patch's size in terms of the output coordinate to be a square, and avoids the ambiguity introduced by normalization in different aspect ratios.","[{'page_no': 6, 'bbox': {'l': 72.0, 't': 678.317, 'r': 540.003, 'b': 637.037, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 412.0]}]",
text,"Evaluation Setup. We evaluate our models on three UI grounding benchmarks: ScreenSpot (Cheng et al., 2024), ScreenSpot-V2 (Wu et al., 2025b), and ScreenSpot Pro (Li et al., 2025b). Each benchmark presents screenshots paired with natural language instructions that describe the target UI elements. Models must predict the pixel coordinates corresponding to the described element.","[{'page_no': 6, 'bbox': {'l': 72.0, 't': 618.252, 'r': 540.003, 'b': 576.584, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 378.0]}]",
text,"ScreenSpot and ScreenSpot-V2 contain 1,272 instructions each on mobile, desktop, and web platforms, with V2 correcting the annotation errors from the original. ScreenSpot-Pro presents a more challenging scenario with 1,581 tasks from 23 professional desktop-only applications featuring higher resolution interfaces and greater domain shift from typical training data. In particular, ScreenSpot-Pro features higher-resolution images than our training data, making it a strong test of resolution generalization.","[{'page_no': 6, 'bbox': {'l': 72.0, 't': 568.748, 'r': 540.003, 'b': 516.559, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 509.0]}]",
text,"Wepreprocess all benchmarks to use raw pixel coordinates for evaluation, ensuring fair comparison between methods. 1 We measure performance using Element Accuracy , which considers a prediction correct if the predicted point falls within the ground-truth bounding box of the target element. We use the evaluation setting and the code provided by Wu et al. (2025a).","[{'page_no': 6, 'bbox': {'l': 72.0, 't': 510.392, 'r': 540.003, 'b': 467.444, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 364.0]}]",
text,"Baselines. We compare against state-of-the-art UI grounding models of comparable scale. Our baseline models includes Qwen-2-VL 7B Instruct (Wang et al., 2024b), one of the most commonly used open-source VLMs; SeeClick9.6B (Cheng et al., 2024), an early specialized UI grounding model; OS-Atlas-7B (Wu et al., 2025b), a model designed for operating system interactions; Aguvis-7B (Xu et al., 2025), which uses visual grounding with bounding box supervision; UGround-V1-7B (Gou et al., 2025) trained on the same UGround dataset; UI-TARS-7B (Qin et al., 2025), a recent strong baseline; and GUI-Actor-7B (Wu et al., 2025a) which uses attention-based grounding instead of outputting coordinates. All baseline numbers are reported from original papers or reproduced using official implementations with consistent evaluation protocols. Note that our models use less training data than GUI-Actor. Besides, our models are only trained on UGround and thus have not seen data from domains other than websites, unlike UI-TARS and GUI-Actor.","[{'page_no': 6, 'bbox': {'l': 72.0, 't': 448.658, 'r': 540.003, 'b': 341.536, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1029.0]}]",
section_header,5 Results,"[{'page_no': 6, 'bbox': {'l': 72.0, 't': 318.845, 'r': 127.125, 'b': 308.097, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",1.0
section_header,5.1 GUI Grounding Performance,"[{'page_no': 6, 'bbox': {'l': 72.0, 't': 291.589, 'r': 219.974, 'b': 282.633, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 29.0]}]",1.0
text,"We present the comparison among the models trained from scratch with RULER and I-MROPE, the finetuned models equipped with RULER, and the baseline models on ScreenSpot-Pro, ScreenSpot, and ScreenSpot-V2 in Table 1, Table 2, and Table 3, respectively.","[{'page_no': 6, 'bbox': {'l': 72.0, 't': 269.381, 'r': 539.997, 'b': 239.01099999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 250.0]}]",
text,"For the from-scratch training experiments, multidimensional RoPE consistently outperforms the default 1D RoPE (LLaVA PE) across all benchmarks. Furthermore, our proposed I-MROPE achieves both lower training loss and stronger grounding performance than the original MRoPE, demonstrating the effectiveness of balancing the spectrum across the spatial dimensions. RULER tokens further enhance performance by providing guidance on position-tocoordinate mapping, achieving the best overall results among all models trained from scratch across all datasets. Noticeably, the gains from RULER are most pronounced on ScreenSpot-Pro, reflecting how its reference-then-copy mechanism and bounded pixel coordinate arithmetic across resolutions help generalization to higher resolution grounding tasks.","[{'page_no': 6, 'bbox': {'l': 72.0, 't': 231.17399999999998, 'r': 540.003, 'b': 146.25900000000001, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 789.0]}]",
text,"For fine-tuning experiments, we also observe that adding RULER consistently improves performance, with the largest gains on the higher-resolution ScreenSpot-Pro benchmark. Although RULER does not achieve state-of-the-art results partly due to the limited training data and domains, our experiments nevertheless demonstrate that incorporating RULER reliably enhances grounding performance under comparable training conditions.","[{'page_no': 6, 'bbox': {'l': 72.0, 't': 138.42200000000003, 'r': 540.005, 'b': 97.14300000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 425.0]}]",
footnote,"1 For baselines trained with normalized coordinates, we apply appropriate transformations to the output to enable comparison.","[{'page_no': 6, 'bbox': {'l': 84.653, 't': 79.70000000000005, 'r': 534.505, 'b': 70.13999999999999, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 125.0]}]",
page_footer,6,"[{'page_no': 6, 'bbox': {'l': 303.509, 't': 48.597999999999956, 'r': 308.49, 'b': 40.04600000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
page_header,Improving GUI Grounding with Explicit Position-to-Coordinate Mapping,"[{'page_no': 7, 'bbox': {'l': 158.853, 't': 754.979, 'r': 453.148, 'b': 746.427, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 68.0]}]",
caption,"Table 1: Grounding element accuracy on ScreenSpot-Pro . The results of models marked with † are adopted from Wu et al. (2025a). Best results per column within each comparable model group are shown in bold . Note that results in the first two groups are not directly comparable to ours, either because the models are closed-source (weights/architectures unavailable) or because their training data and underlying base models are unclear or incomparable. We nevertheless include these numbers for reference.","[{'page_no': 7, 'bbox': {'l': 72.0, 't': 720.01, 'r': 540.003, 'b': 667.433, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 505.0]}]",
section_header,5.2 Analysis on RULER Token Interval,"[{'page_no': 7, 'bbox': {'l': 72.0, 't': 378.741, 'r': 242.635, 'b': 369.785, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 36.0]}]",1.0
text,"To analyze the effect of changing the interval of the RULER token, we provide a sensitivity analysis of s in Equation 3. The results are shown in Figure 3.","[{'page_no': 7, 'bbox': {'l': 72.0, 't': 358.234, 'r': 540.003, 'b': 338.455, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 155.0]}]",
